,DateTime,Open,High,Low,Close
0,2024-04-02 20:01:00,65990.0,66139.0,65576.5,65720.0
1,2024-04-02 21:00:00,65715.25,65820.0,65247.25,65708.5
2,2024-04-02 22:00:00,65709.25,65943.25,65605.75,65829.25
3,2024-04-02 23:00:00,65829.25,65837.5,65416.0,65463.25
4,2024-04-03 00:00:00,65463.0,65606.25,64532.25,65406.0
5,2024-04-03 01:00:00,65406.25,65926.5,65129.75,65819.0
6,2024-04-03 02:00:00,65819.25,66052.75,65711.5,65937.25
7,2024-04-03 03:00:00,65937.25,66293.0,65796.5,66239.25
8,2024-04-03 04:00:00,66239.25,66525.0,66172.75,66368.25
9,2024-04-03 05:00:00,66368.25,66393.25,65981.5,66127.0
10,2024-04-03 06:00:00,66127.0,66417.5,66104.25,66406.75
11,2024-04-03 07:00:00,66406.75,66509.0,66180.75,66187.75
12,2024-04-03 08:00:00,66187.5,66664.75,66065.0,66550.25
13,2024-04-03 09:00:00,66550.0,66648.0,66400.0,66514.0
14,2024-04-03 10:00:00,66513.75,66551.5,66090.0,66216.25
15,2024-04-03 11:00:00,66216.25,66243.25,65615.75,66094.0
16,2024-04-03 12:00:00,66094.25,66248.5,65795.75,65949.75
17,2024-04-03 13:00:00,65968.0,66058.5,65678.75,65823.0
18,2024-04-03 14:00:00,65823.0,67095.75,65823.0,66653.0
19,2024-04-03 15:00:00,66662.75,66662.75,65779.5,65878.0
20,2024-04-03 16:00:00,65877.75,66592.5,65827.0,66232.0
21,2024-04-03 17:00:00,66227.25,66394.75,65879.0,65996.5
22,2024-04-03 18:00:00,65996.75,66135.0,65531.5,66016.0
23,2024-04-03 19:00:00,66018.75,66156.25,65776.25,65847.5
24,2024-04-03 20:01:00,65860.25,65860.25,65603.25,65736.5
25,2024-04-03 21:00:00,65736.25,65949.75,65536.5,65936.25
26,2024-04-03 22:00:00,65936.25,66260.75,65904.75,66185.75
27,2024-04-03 23:00:00,66186.0,66288.25,65987.25,65987.5
28,2024-04-04 00:00:00,65987.5,66374.25,65873.75,66294.0
29,2024-04-04 01:00:00,66302.25,66320.25,66081.0,66180.75
30,2024-04-04 02:00:00,66180.75,66180.75,65550.75,65786.75
31,2024-04-04 03:00:00,65787.0,65812.0,65600.25,65644.75
32,2024-04-04 04:00:00,65644.75,65710.0,65122.0,65494.75
33,2024-04-04 05:00:00,65494.5,65686.75,65396.75,65602.25
34,2024-04-04 06:00:00,65602.25,65781.5,65559.75,65781.5
35,2024-04-04 07:00:00,65768.75,66264.0,65691.25,66074.75
36,2024-04-04 08:00:00,66074.75,66410.0,66015.25,66234.25
37,2024-04-04 09:00:00,66234.25,66387.0,66182.0,66287.75
38,2024-04-04 10:00:00,66287.75,66464.0,66166.0,66280.75
39,2024-04-04 11:00:00,66280.5,66423.5,66146.25,66342.75
40,2024-04-04 12:00:00,66342.75,66829.0,66340.0,66701.75
41,2024-04-04 13:00:00,66709.75,67533.25,66708.25,67291.75
42,2024-04-04 14:00:00,67286.5,67973.5,67135.0,67759.0
43,2024-04-04 15:00:00,67758.75,67840.5,67505.75,67674.75
44,2024-04-04 16:00:00,67674.75,68182.75,67580.25,67863.0
45,2024-04-04 17:00:00,67863.0,68947.25,67792.25,68876.5
46,2024-04-04 18:00:00,68876.5,69344.0,68549.25,68625.5
47,2024-04-04 19:00:00,68625.75,69121.0,68400.0,68517.0
48,2024-04-04 20:01:00,68559.0,68578.75,67382.0,67942.0
49,2024-04-04 21:00:00,67942.25,68158.25,67531.0,67804.5
50,2024-04-04 22:00:00,67804.5,68093.0,67638.25,67952.0
51,2024-04-04 23:00:00,67951.75,68556.0,67931.5,68524.0
52,2024-04-05 00:00:00,68524.25,68745.25,68217.0,68639.25
53,2024-04-05 01:00:00,68639.25,68639.25,67875.5,68197.25
54,2024-04-05 02:00:00,68197.25,68200.0,67491.0,67622.0
55,2024-04-05 03:00:00,67622.25,68042.0,67599.0,67873.0
56,2024-04-05 04:00:00,67873.0,68027.5,67510.25,67660.25
57,2024-04-05 05:00:00,67660.0,67761.75,66431.25,66938.25
58,2024-04-05 06:00:00,66925.25,67175.0,66820.0,67160.0
59,2024-04-05 07:00:00,67159.0,67159.0,66853.5,66928.5
60,2024-04-05 08:00:00,66928.5,67650.0,66928.25,67133.75
61,2024-04-05 09:00:00,67133.75,67151.25,66397.5,66822.5
62,2024-04-05 10:00:00,66809.25,67202.5,66727.0,67049.25
63,2024-04-05 11:00:00,67049.25,67096.25,66407.75,66494.5
64,2024-04-05 12:00:00,66502.75,66908.0,66000.0,66907.5
65,2024-04-05 13:00:00,66907.75,67617.0,66548.25,67536.75
66,2024-04-05 14:00:00,67532.5,68588.5,67365.0,68187.5
67,2024-04-05 15:00:00,68180.0,68282.25,67685.5,68247.5
68,2024-04-05 16:00:00,68247.5,68401.25,67745.75,68000.5
69,2024-04-05 17:00:00,68000.5,68012.25,67411.0,67439.25
70,2024-04-05 18:00:00,67439.25,67731.25,67341.75,67636.0
71,2024-04-05 19:00:00,67636.0,68080.25,67425.0,67425.25
72,2024-04-07 07:00:00,69263.75,69482.25,69258.0,69379.5
73,2024-04-07 08:00:00,69379.75,69555.75,69379.5,69509.25
74,2024-04-07 09:00:00,69503.5,69506.0,69243.0,69300.25
75,2024-04-07 10:00:00,69300.25,69485.25,69271.25,69334.0
76,2024-04-07 11:00:00,69333.75,69411.0,69225.75,69372.25
77,2024-04-07 12:00:00,69372.25,69430.25,69230.75,69351.25
78,2024-04-07 13:00:00,69351.0,69561.75,69329.0,69383.25
79,2024-04-07 14:00:00,69383.0,69662.75,69249.25,69584.5
80,2024-04-07 15:00:00,69584.5,69886.0,69392.25,69563.0
81,2024-04-07 16:00:00,69564.0,70329.0,69514.0,70075.5
82,2024-04-07 17:00:00,70069.25,70091.25,69693.5,69804.0
83,2024-04-07 18:00:00,69803.75,69807.25,69266.75,69397.25
84,2024-04-07 19:00:00,69397.25,69501.0,68926.25,69073.75
85,2024-04-07 20:00:00,69069.5,69404.5,69041.0,69324.25
86,2024-04-07 21:00:00,69324.25,69399.25,69054.25,69054.5
87,2024-04-07 22:00:00,69054.25,69346.0,68918.5,69202.0
88,2024-04-07 23:00:00,69201.75,69460.5,69201.75,69356.75
89,2024-04-08 00:00:00,69356.75,69418.25,69071.25,69317.0
90,2024-04-08 01:00:00,69317.0,69798.75,69284.25,69423.0
91,2024-04-08 02:00:00,69423.25,69423.25,69133.5,69206.75
92,2024-04-08 03:00:00,69211.75,69489.0,69163.25,69461.5
93,2024-04-08 04:00:00,69461.5,69485.0,69291.5,69400.75
94,2024-04-08 05:00:00,69400.75,69785.25,69400.5,69711.0
95,2024-04-08 06:00:00,69697.0,69810.5,69666.75,69794.25
96,2024-04-08 07:00:00,69794.25,70854.0,69794.0,70689.5
97,2024-04-08 08:00:00,70689.5,72121.0,70659.0,71936.0
98,2024-04-08 09:00:00,71943.25,72604.0,71643.25,72144.25
99,2024-04-08 10:00:00,72144.25,72321.75,71714.5,72284.75
100,2024-04-08 11:00:00,72285.0,72598.0,72173.5,72344.75
101,2024-04-08 12:00:00,72344.75,72736.0,72092.0,72123.25
102,2024-04-08 13:00:00,72123.25,72247.0,71656.25,71926.75
103,2024-04-08 14:00:00,71926.75,71935.25,71224.0,71700.0
104,2024-04-08 15:00:00,71700.0,71966.75,71591.5,71764.0
105,2024-04-08 16:00:00,71764.25,71976.25,71557.0,71764.25
106,2024-04-08 17:00:00,71764.5,71787.0,71303.25,71697.5
107,2024-04-08 18:00:00,71697.75,72092.75,71671.0,71920.0
108,2024-04-08 19:00:00,71918.75,71959.0,71576.75,71710.5
109,2024-04-08 20:01:00,71694.5,71753.75,71494.0,71697.5
110,2024-04-08 21:00:00,71697.75,71857.5,71602.5,71689.25
111,2024-04-08 22:00:00,71689.0,71920.0,71604.25,71904.25
112,2024-04-08 23:00:00,71904.25,71986.25,71625.25,71632.25
113,2024-04-09 00:00:00,71632.25,71743.25,70630.0,71408.0
114,2024-04-09 01:00:00,71408.0,71433.25,70865.0,71266.25
115,2024-04-09 02:00:00,71266.25,71591.0,71167.5,71476.75
116,2024-04-09 03:00:00,71476.75,71616.25,71205.25,71272.25
117,2024-04-09 04:00:00,71272.5,71316.25,70926.75,71197.5
118,2024-04-09 05:00:00,71197.75,71311.5,70987.25,71044.75
119,2024-04-09 06:00:00,71045.0,71275.75,70618.25,70771.75
120,2024-04-09 07:00:00,70776.75,70944.75,70186.5,70393.0
121,2024-04-09 08:00:00,70393.25,70612.0,69629.0,70527.0
122,2024-04-09 09:00:00,70514.5,70861.5,70286.5,70420.25
123,2024-04-09 10:00:00,70413.75,70702.25,70268.5,70593.25
124,2024-04-09 11:00:00,70593.5,70899.0,70593.25,70780.25
125,2024-04-09 12:00:00,70780.0,70937.75,70662.75,70715.75
126,2024-04-09 13:00:00,70715.75,70916.0,69943.0,69943.25
127,2024-04-09 14:00:00,69943.25,70418.25,68680.75,69342.75
128,2024-04-09 15:00:00,69343.0,69343.0,68535.0,69224.75
129,2024-04-09 16:00:00,69224.5,69294.75,68514.0,68576.25
130,2024-04-09 17:00:00,68576.25,68915.0,68218.0,68786.75
131,2024-04-09 18:00:00,68788.0,68975.75,68752.25,68853.0
132,2024-04-09 19:00:00,68847.75,69110.0,68658.25,69000.25
133,2024-04-09 20:01:00,69009.5,69170.75,69001.75,69130.75
134,2024-04-09 21:00:00,69130.75,69216.75,68923.0,69187.75
135,2024-04-09 22:00:00,69188.0,69408.5,69129.5,69302.75
136,2024-04-09 23:00:00,69303.0,69303.0,68870.25,69137.5
137,2024-04-10 00:00:00,69137.5,69268.5,69023.75,69132.0
138,2024-04-10 01:00:00,69131.75,69246.5,68595.5,69246.5
139,2024-04-10 02:00:00,69250.0,69574.75,68501.25,68653.25
140,2024-04-10 03:00:00,68653.0,69170.25,68621.0,69170.0
141,2024-04-10 04:00:00,69170.25,69192.5,69023.0,69132.25
142,2024-04-10 05:00:00,69132.25,69383.0,69132.0,69243.0
